Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
"Spinka, Kozey and Shanahan",Spain,40.416775,-3.703790,Banking and Finance,Medium (201-500),Michael Brown,3/14/2024,Services,Qualified,2,,,1418,1/9/1900,11/9/2024,
Osinski-Dicki,France,48.864716,2.349014,Banking and Finance,Medium (201-500),David Wilson,1/28/2024,Services,Qualified,2,,,3488,2/8/1900,10/14/2024,
"Crona, Aufderhar and Satterfield",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Jessica Martinez,4/11/2024,SAAS,Qualified,2,,,6456,1/29/1900,8/9/2024,
Monahan-Cummings,Netherlands,52.370216,4.895168,Manufacturing & Production,Medium (201-500),Sarah Davis,1/23/2024,Services,Qualified,2,,,7122,1/29/1900,4/30/2024,
Corkery-Steuber,Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Jessica Martinez,5/5/2024,Services,Qualified,2,,,782,2/28/1900,10/16/2024,
"Bergnaum, Koch and Rutherford",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Laura Thompson,3/15/2024,Services,Qualified,2,,,7885,1/9/1900,6/7/2024,
"Herman, Doyle and Hilpert",Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Jessica Martinez,3/27/2024,Services,Qualified,2,,,2409,1/29/1900,2/27/2025,
"D'Amore, Marvin and Jacobs",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,3/23/2024,Services,Qualified,2,,,1661,1/29/1900,1/29/2025,
Upton-Abshire,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Michael Brown,3/15/2024,SAAS,Qualified,2,,,6285,2/18/1900,9/19/2024,
Cormier-Schulist,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Laura Thompson,1/15/2024,Services,Qualified,2,,,7964,2/8/1900,3/2/2024,
Schowalter LLC,Switzerland,46.204391,6.143158,Telecommunications,Medium (201-500),Emily Johnson,2/3/2024,Services,Qualified,2,,,5051,1/19/1900,9/11/2024,
Runolfsson-Hudson,France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),John Smith,3/15/2024,SAAS,Qualified,2,,,632,2/18/1900,12/11/2024,
Hudson-Hahn,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,3/20/2024,Services,Qualified,2,,,1725,1/29/1900,8/21/2024,
"Leannon, Yost and Nitzsche",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Laura Thompson,5/13/2024,Services,Qualified,2,,,5678,2/28/1900,4/16/2025,
"Denesik, Swaniawski and Schulist",France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Sarah Davis,4/10/2024,Services,Qualified,2,,,4954,1/29/1900,11/7/2024,
"Price, Haley and Satterfield",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Kevin Anderson,1/12/2024,Services,Qualified,2,,,4879,1/19/1900,7/17/2024,
Witting Group,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Michael Brown,3/31/2024,Services,Qualified,2,,,1183,1/29/1900,11/24/2024,
Funk-Kuphal,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,3/27/2024,SAAS,Qualified,2,,,5257,4/9/1900,12/15/2024,
"Collier, Rempel and Kertzmann",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,5/19/2024,SAAS,Qualified,2,,,830,2/8/1900,6/30/2024,
Lang-Halvorson,Spain,40.416775,-3.703790,Government Administration Healthcare,Medium (201-500),Sarah Davis,5/13/2024,Services,Qualified,2,,,2420,2/28/1900,3/20/2025,
Kovacek-Quigley,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Michael Brown,2/25/2024,SAAS,Qualified,2,,,2956,2/8/1900,2/24/2025,
Howell-Weimann,Spain,40.416775,-3.703790,Government Administration Healthcare,Medium (201-500),Jessica Martinez,1/13/2024,Services,Qualified,2,,,6011,2/18/1900,5/29/2024,
Beatty-Marvin,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Kevin Anderson,3/16/2024,SAAS,Qualified,2,,,2199,1/19/1900,9/21/2024,
Miller LLC,France,48.864716,2.349014,Banking and Finance,Medium (201-500),David Wilson,4/15/2024,Services,Qualified,2,,,3395,2/18/1900,5/29/2024,
Mosciski-Buckridge,France,48.864716,2.349014,Education & Science,Medium (201-500),Sarah Davis,1/3/2024,Custom solution,Qualified,2,,,6029,2/8/1900,12/24/2024,
Harber-Ebert,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Emily Johnson,3/14/2024,Services,Qualified,2,,,1413,3/10/1900,12/13/2024,
"Mann, Bogan and Reilly",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),John Smith,3/25/2024,Services,Qualified,2,,,6922,3/30/1900,1/3/2025,
"Aufderhar, Metz and Casper",Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/2/2024,SAAS,Qualified,2,,,6394,1/29/1900,6/19/2024,
"Reichert, Gislason and Koepp",Italy,41.902782,12.496366,Education & Science,Medium (201-500),Jessica Martinez,3/5/2024,Services,Qualified,2,,,7411,1/19/1900,5/18/2024,
Carroll-Bogisich,Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),Michael Brown,1/30/2024,Services,Qualified,2,,,1343,4/9/1900,11/13/2024,
"Batz, Wisozk and Hamill",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Emily Johnson,4/12/2024,SAAS,Qualified,2,,,667,2/8/1900,10/10/2024,
"Leuschke, Beer and White",France,48.864716,2.349014,Energy & Utilities,Medium (201-500),John Smith,3/1/2024,Custom solution,Qualified,2,,,4704,3/30/1900,8/24/2024,
Kutch-Cronin,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),Emily Johnson,2/28/2024,Services,Qualified,2,,,1937,3/10/1900,12/9/2024,
"Parisian, Volkman and Gerhold",Belgium,51.260197,4.402771,Professional Services  & Consulting,Medium (201-500),Emily Johnson,5/24/2024,Services,Qualified,2,,,3060,1/19/1900,7/12/2024,
"Stanton, Smith and Bernhard",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2/4/2024,Services,Qualified,2,,,656,2/28/1900,8/9/2024,
Ryan-Schimmel,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Emily Johnson,1/17/2024,Services,Qualified,2,,,6655,2/28/1900,6/25/2024,
Cronin Group,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Kevin Anderson,5/5/2024,Services,Qualified,2,,,7229,3/10/1900,10/24/2024,
"Kautzer, Hodkiewicz and Bode",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,4/11/2024,Custom solution,Qualified,2,,,549,2/28/1900,1/20/2025,
Labadie Inc,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Laura Thompson,4/27/2024,Services,Qualified,2,,,5561,2/8/1900,4/8/2025,
Mertz-Koelpin,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),David Wilson,3/29/2024,Custom solution,Qualified,2,,,4742,1/9/1900,7/9/2024,
"Dietrich, Stehr and Herman",Germany,52.520008,13.404954,Education & Science,Medium (201-500),Sarah Davis,5/16/2024,Custom solution,Qualified,2,,,2684,2/18/1900,6/24/2024,
"Prohaska, Christiansen and Yost",Spain,40.416775,-3.703790,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,1/22/2024,SAAS,Qualified,2,,,3052,1/29/1900,4/18/2024,
Walker Group,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Laura Thompson,4/10/2024,Services,Qualified,2,,,2877,4/9/1900,2/1/2025,
"Monahan, Pfannerstill and Lindgren",Austria,48.210033,16.363449,Recreation & Sports,Medium (201-500),Sarah Davis,1/11/2024,Services,Qualified,2,,,2716,1/29/1900,12/31/2024,
Boehm Inc,Germany,52.520008,13.404954,Education & Science,Medium (201-500),Jessica Martinez,2/23/2024,SAAS,Qualified,2,,,4548,1/19/1900,8/3/2024,
Bins-Hodkiewicz,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,4/18/2024,Services,Qualified,2,,,7713,2/28/1900,10/16/2024,
O'Reilly-Heller,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Kevin Anderson,4/6/2024,SAAS,Qualified,2,,,3681,2/8/1900,6/29/2024,
Baumbach and Sons,Netherlands,52.370216,4.895168,Construction & Engineering,Medium (201-500),John Smith,4/21/2024,SAAS,Qualified,2,,,4976,1/19/1900,11/2/2024,
Brekke Inc,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/16/2024,Services,Qualified,2,,,4089,2/8/1900,9/10/2024,
"Bauch, Fadel and Reichert",Belgium,51.260197,4.402771,Agriculture & Mining,Medium (201-500),Kevin Anderson,2/16/2024,SAAS,Qualified,2,,,2882,1/19/1900,3/12/2024,
"Wolf, Halvorson and Koepp",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Kevin Anderson,1/3/2024,Custom solution,Qualified,2,,,6936,2/8/1900,3/9/2024,
"Boehm, Satterfield and Quigley",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Michael Brown,1/29/2024,SAAS,Qualified,2,,,7679,1/19/1900,4/3/2024,
Marquardt-Bergnaum,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Jessica Martinez,1/9/2024,Services,Qualified,2,,,3169,2/18/1900,11/21/2024,
"Bashirian, Wiegand and Jerde",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Emily Johnson,2/6/2024,Custom solution,Qualified,2,,,1182,1/9/1900,5/17/2024,
"Beatty, Baumbach and Lubowitz",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Sarah Davis,2/6/2024,Services,Qualified,2,,,3183,2/18/1900,7/6/2024,
"Pouros, Boyle and Ullrich",Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Sarah Davis,5/1/2024,Services,Qualified,2,,,4996,2/8/1900,1/3/2025,
Brakus-Metz,France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Michael Brown,2/27/2024,Custom solution,Qualified,2,,,7982,1/19/1900,7/14/2024,
Dibbert Group,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Laura Thompson,2/5/2024,Custom solution,Qualified,2,,,2860,2/8/1900,10/18/2024,
Weimann-Will,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,4/1/2024,SAAS,Qualified,2,,,2517,1/19/1900,12/2/2024,
Weimann-Dibbert,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),David Wilson,2/25/2024,SAAS,Qualified,2,,,7513,2/8/1900,12/5/2024,
Hettinger-Gleason,Italy,41.902782,12.496366,Education & Science,Medium (201-500),Jessica Martinez,4/15/2024,SAAS,Qualified,2,,,1920,2/8/1900,10/14/2024,
Ritchie and Sons,Spain,40.416775,-3.703790,Banking and Finance,Medium (201-500),Laura Thompson,1/2/2024,Custom solution,Qualified,2,,,7974,2/28/1900,10/9/2024,
"Mann, Erdman and O'Keefe",France,48.864716,2.349014,Banking and Finance,Medium (201-500),Laura Thompson,5/1/2024,SAAS,Qualified,2,,,7600,2/8/1900,7/6/2024,
"Herzog, Legros and Wuckert",Spain,40.416775,-3.703790,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2/6/2024,SAAS,Qualified,2,,,294,2/8/1900,12/21/2024,
"Schuster, Spencer and Gerhold",Belgium,51.260197,4.402771,Retail & Distribution,Medium (201-500),Michael Brown,2/26/2024,Services,Qualified,2,,,6756,2/28/1900,3/21/2024,
"Hodkiewicz, Toy and Konopelski",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,4/19/2024,Custom solution,Qualified,2,,,6193,2/8/1900,6/22/2024,
Larkin-Little,Switzerland,46.204391,6.143158,Manufacturing & Production,Medium (201-500),Kevin Anderson,2/5/2024,Custom solution,Qualified,2,,,497,4/9/1900,4/29/2024,
Schmidt LLC,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),David Wilson,2/28/2024,SAAS,Qualified,2,,,1304,1/19/1900,10/8/2024,
Murray-Watsica,Italy,41.902782,12.496366,Construction & Engineering,Medium (201-500),Kevin Anderson,3/8/2024,Services,Qualified,2,,,3809,3/30/1900,4/26/2024,
Boyer Group,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Michael Brown,1/30/2024,Services,Qualified,2,,,310,2/8/1900,3/18/2024,
"Stroman, Block and Koepp",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,2/14/2024,Services,Qualified,2,,,1032,2/28/1900,8/28/2024,
Johnson and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),David Wilson,5/24/2024,SAAS,Qualified,2,,,6064,2/28/1900,3/7/2025,
Mueller-Conn,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Jessica Martinez,3/23/2024,Services,Qualified,2,,,6973,1/29/1900,7/11/2024,
Balistreri-Schultz,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Michael Brown,1/28/2024,SAAS,Qualified,2,,,2036,2/28/1900,8/22/2024,
Cruickshank Group,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Laura Thompson,1/21/2024,Services,Qualified,2,,,6005,4/9/1900,9/29/2024,
Homenick Group,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),David Wilson,1/15/2024,SAAS,Qualified,2,,,5627,1/19/1900,3/15/2024,
Muller LLC,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,1/9/2024,Custom solution,Qualified,2,,,6932,4/9/1900,6/3/2024,
Schuster LLC,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,1/21/2024,Services,Qualified,2,,,6150,2/18/1900,11/9/2024,
"Dare, Tillman and Becker",France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,3/16/2024,SAAS,Qualified,2,,,1581,1/29/1900,11/7/2024,
"Nolan, Maggio and Hoeger",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Sarah Davis,3/24/2024,Services,Qualified,2,,,471,2/18/1900,6/2/2024,
Hermiston-Bergstrom,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),Laura Thompson,1/22/2024,SAAS,Qualified,2,,,1243,2/8/1900,9/24/2024,
Bradtke and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Michael Brown,3/10/2024,Services,Qualified,2,,,580,2/8/1900,10/14/2024,
Cruickshank and Sons,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Laura Thompson,2/4/2024,Services,Qualified,2,,,4648,3/10/1900,9/2/2024,
Wolff Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,5/2/2024,SAAS,Qualified,2,,,1296,2/28/1900,2/24/2025,
Lockman-O'Connell,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,3/8/2024,Services,Qualified,2,,,4501,1/29/1900,5/27/2024,
Stehr-Maggio,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Kevin Anderson,2/15/2024,Services,Qualified,2,,,374,1/19/1900,8/27/2024,
Schaefer-O'Keefe,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,3/10/2024,Services,Qualified,2,,,1614,2/18/1900,10/23/2024,
Rempel-Greenfelder,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Michael Brown,2/14/2024,SAAS,Qualified,2,,,5847,2/28/1900,12/22/2024,
Berge Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,4/7/2024,Services,Qualified,2,,,1232,1/19/1900,11/29/2024,
Powlowski-Simonis,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Michael Brown,3/20/2024,Services,Qualified,2,,,6728,2/8/1900,4/14/2024,
Prohaska-Kuvalis,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Michael Brown,3/9/2024,Services,Qualified,2,,,5807,2/8/1900,2/26/2025,
Brakus-Simonis,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Jessica Martinez,3/25/2024,SAAS,Qualified,2,,,5401,2/8/1900,4/25/2024,
"Tillman, VonRueden and Ondricka",Spain,40.416775,-3.703790,Construction & Engineering,Medium (201-500),Michael Brown,1/15/2024,Services,Qualified,2,,,1613,1/29/1900,6/21/2024,
Batz Inc,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Kevin Anderson,5/9/2024,Services,Qualified,2,,,7169,2/18/1900,3/8/2025,
Medhurst and Sons,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Laura Thompson,1/27/2024,Custom solution,Qualified,2,,,1803,1/19/1900,12/24/2024,
Schoen Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Michael Brown,2/9/2024,SAAS,Qualified,2,,,663,1/9/1900,5/28/2024,
Toy-Grady,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Laura Thompson,5/19/2024,Services,Qualified,2,,,885,3/10/1900,1/29/2025,
Keeling and Sons,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Medium (201-500),Laura Thompson,1/27/2024,Services,Qualified,2,,,7571,2/8/1900,5/25/2024,
Gusikowski and Sons,Italy,41.902782,12.496366,Agriculture & Mining,Medium (201-500),John Smith,4/27/2024,Services,Qualified,2,,,5058,1/29/1900,4/22/2025,
"Bahringer, Jerde and Dibbert",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,1/15/2024,SAAS,Qualified,2,,,4828,2/28/1900,7/16/2024,
Murray-Koepp,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Jessica Martinez,5/16/2024,Services,Qualified,2,,,5923,3/20/1900,3/30/2025,
Erdman-Beahan,France,48.864716,2.349014,Telecommunications,Medium (201-500),Emily Johnson,5/14/2024,Services,Qualified,2,,,2433,1/29/1900,8/27/2024,
Hayes LLC,Netherlands,52.370216,4.895168,Energy & Utilities,Medium (201-500),Laura Thompson,1/13/2024,SAAS,Qualified,2,,,7461,2/8/1900,1/1/2025,
"Kutch, Bauch and Heathcote",France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Laura Thompson,3/26/2024,SAAS,Qualified,2,,,3504,3/10/1900,3/8/2025,
Heathcote-Hettinger,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Laura Thompson,3/25/2024,SAAS,Qualified,2,,,7764,2/8/1900,9/16/2024,
Powlowski-Kuhlman,Spain,40.416775,-3.703790,Telecommunications,Medium (201-500),Michael Brown,1/23/2024,Services,Qualified,2,,,2029,2/8/1900,12/16/2024,
"Wyman, Becker and Mueller",France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Emily Johnson,1/28/2024,Custom solution,Qualified,2,,,3810,2/8/1900,12/28/2024,
Rosenbaum-Conn,Spain,40.416775,-3.703790,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,3/8/2024,Services,Qualified,2,,,6263,2/8/1900,2/3/2025,
Rolfson-Kub,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Michael Brown,3/25/2024,SAAS,Qualified,2,,,5414,2/18/1900,10/3/2024,
Fahey-Zulauf,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),John Smith,4/15/2024,Services,Qualified,2,,,2200,2/18/1900,3/30/2025,
Brakus Group,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Michael Brown,2/14/2024,SAAS,Qualified,2,,,3651,3/10/1900,9/30/2024,
"Fay, Barrows and Walter",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,1/19/2024,Services,Qualified,2,,,7926,3/10/1900,5/12/2024,
Jerde Group,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,5/19/2024,SAAS,Qualified,2,,,4444,4/9/1900,7/24/2024,
Quigley LLC,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Jessica Martinez,4/6/2024,Custom solution,Qualified,2,,,7369,2/18/1900,4/2/2025,
"Daugherty, Bednar and Ebert",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/29/2024,Services,Qualified,2,,,3710,2/18/1900,1/17/2025,
Ondricka and Sons,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Jessica Martinez,1/22/2024,SAAS,Qualified,2,,,7763,1/29/1900,11/15/2024,
Towne-Kuhlman,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,4/23/2024,Services,Qualified,2,,,6622,2/18/1900,12/17/2024,
Feest-Beahan,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Laura Thompson,4/18/2024,Custom solution,Qualified,2,,,2546,1/19/1900,8/10/2024,
Roob and Sons,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Emily Johnson,1/6/2024,SAAS,Qualified,2,,,2304,1/19/1900,1/26/2024,
Monahan Group,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Emily Johnson,2/27/2024,SAAS,Qualified,2,,,7126,3/20/1900,2/4/2025,
Will Inc,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,4/5/2024,SAAS,Qualified,2,,,1460,1/19/1900,10/13/2024,
"Balistreri, Keeling and Prohaska",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Emily Johnson,5/6/2024,SAAS,Qualified,2,,,4046,1/19/1900,2/3/2025,
Thiel-Wilderman,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Kevin Anderson,4/23/2024,SAAS,Qualified,2,,,4782,2/18/1900,1/6/2025,
Gleason Inc,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/29/2024,Custom solution,Qualified,2,,,3974,2/18/1900,3/2/2025,
"Bailey, Wehner and Schimmel",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,5/4/2024,SAAS,Qualified,2,,,6936,1/29/1900,9/17/2024,
Zulauf-Kemmer,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,5/2/2024,Custom solution,Qualified,2,,,7662,2/18/1900,8/4/2024,
